mu_mean_growth_rate,theta_mean_reversion,sigma_volatility,dt_hours,dt_minutes,total_time_hours,initial_area_pixels,noise_level,n_timepoints,random_seed
1.0,0.7213475204444817,0.24022448175728997,0.05,3,5.0,250,"[ 0.03577874  0.05607845  0.10830512  0.10538021 -0.13776694 -0.0937825
  0.05150353  0.0513786   0.05150477  0.38527315  0.05708905  0.11355656
  0.09540018  0.06513913 -0.03152692  0.07589692 -0.07728252 -0.02368186
 -0.04853635  0.00818741  0.23146586 -0.18672652  0.06862602 -0.16127159
 -0.04719319  0.10889506  0.006428   -0.10777448 -0.07153037  0.06795977
 -0.07303666  0.02164586  0.00455718 -0.06516003  0.21439441  0.0633919
 -0.20251426  0.01864543 -0.06617865  0.08524333 -0.07925207 -0.01147364
  0.05049873  0.08657552 -0.12002964 -0.03345012 -0.04749453 -0.06533292
  0.17654542  0.04049817 -0.1260884   0.09178619  0.21221562  0.10324653
 -0.151937   -0.04842341  0.12669111 -0.07076695  0.04438194  0.07746341
 -0.09269305 -0.00595254 -0.32412673 -0.10243876 -0.02525682 -0.12477832
  0.16324113 -0.14301414 -0.04400445  0.01307406  0.14412733 -0.14358622
  0.11631638  0.00102331 -0.09815087  0.04621035  0.01990597 -0.06002169
  0.00698021 -0.03853136  0.01135173  0.06621307  0.15860168 -0.12378155
  0.21330334 -0.19520878 -0.01517851  0.05883172  0.02809919 -0.06226995
 -0.02081223 -0.04930009 -0.05893648  0.08496021  0.03570155 -0.06929096
  0.08995999  0.03072995  0.08128621  0.06296288]",100,42
