smoothing,frame,growth_rate_length,growth_rate_area,division
3,0.8,1.8974875,-0.064258575,False
3,0.8041666666666667,2.8762434,0.07083893,True
3,0.8083333333333333,-0.7502746,-0.06649017,False
3,0.8125,3.289039e-14,1.123066,False
3,0.8166666666666667,-0.31213757,1.3230513,False
3,0.8208333333333333,3.2873064e-14,0.32827374,False
3,0.825,3.2855985,5.0267194e-14,False
3,0.8291666666666666,3.305545e-14,0.39281842,False
3,0.8333333333333334,2.4809644,1.7633055,False
3,0.8375,2.4960706,0.8466911,False
3,0.8416666666666667,-1.7490004,0.19432066,False
3,0.8458333333333333,-0.725727,0.7117652,False
3,0.85,3.4728239,0.64550394,False
3,0.8541666666666666,0.725727,1.4110564,False
3,0.8583333333333333,-1.7238234,0.96181864,False
3,0.8624999999999999,1.4384078,0.19111632,False
3,0.8666666666666667,2.1383858,1.3968085,False
3,0.8708333333333333,-0.7170295,1.0142326,False
3,0.875,1.693611,0.063114166,False
3,0.8791666666666667,3.133392,0.56682587,False
3,0.8833333333333333,-0.6986045,1.2552451,False
3,0.8875,-1.2879752,2.240696,False
3,0.8916666666666666,0.81808084,1.1186028,False
3,0.8958333333333334,2.393932,0.8602523,False
3,0.9,2.2356033,1.5365409,False
3,0.9041666666666667,3.0260465,0.7324218,False
3,0.9083333333333333,0.96210474,1.0942268,False
3,0.9125,1.8995475,1.8118285,False
3,0.9166666666666666,-0.5626488,2.574291,False
3,0.9208333333333333,-0.66816324,1.6667174,False
3,0.9249999999999999,2.9681394,-0.05922317,False
3,0.9291666666666667,2.2661018,0.41307446,False
3,0.9333333333333333,3.379063e-14,1.2380217,False
3,0.9375,-1.4836692,0.41164395,False
3,0.9416666666666667,1.3209914,0.7600593,False
3,0.9458333333333333,1.3240241,1.3427352,False
3,0.95,0.27179718,1.159973,False
3,0.9541666666666666,1.1977957,1.0980034,False
3,0.9583333333333334,2.2170067,0.403347,False
3,0.9625,1.2966727,0.40203092,False
3,0.9666666666666667,-0.6451034,1.5432929,False
3,0.9708333333333333,0.90843195,1.141262,False
3,0.975,-0.2682495,0.7360267,False
3,0.9791666666666666,-0.3754234,0.96158975,False
3,0.9833333333333333,3.4597776,0.33817288,False
3,0.9874999999999999,2.1720314,1.1772536,False
3,0.9916666666666667,-0.10814666,1.732292,False
3,0.9958333333333333,0.62879556,0.3342819,False
3,1.0,0.62879556,0.5534935,False
3,1.0041666666666667,1.2478064,1.2728118,False
3,1.0083333333333333,1.8669318,0.7706451,False
3,1.0125,1.234989,1.6401099,False
3,1.0166666666666666,1.4814948,1.5265845,False
3,1.0208333333333333,0.97023004,0.37948605,False
3,1.025,-0.2528572,1.1860083,False
3,1.0291666666666666,-1.4802359,0.43224332,False
3,1.0333333333333332,0.9653091,0.8019447,False
3,1.0375,2.6928518,1.9260405,False
3,1.0416666666666667,-0.25136948,0.902481,False
3,1.0458333333333334,0.24959563,0.63514704,False
3,1.05,2.6523397,1.314926,False
3,1.0541666666666667,0.35213467,0.736885,False
3,1.0583333333333333,0.24593352,-0.052299496,False
3,1.0625,1.194477,0.20971297,False
3,1.0666666666666667,3.446401e-14,0.7824325,False
3,1.0708333333333333,-0.24639128,0.47046658,False
3,1.075,0.10168075,0.5705452,False
3,1.0791666666666666,3.4483308e-14,1.5550803,False
3,1.0833333333333333,0.83513254,1.7465972,False
3,1.0875,2.0161629,1.6876601,False
3,1.0916666666666666,0.34418103,0.50891876,False
3,1.0958333333333332,0.8252906,0.30429837,False
3,1.1,2.7018926,1.3633345,False
3,1.1041666666666667,0.5801582,1.6100692,False
3,1.1083333333333334,2.5060842,1.397724,False
3,1.1125,2.665386,1.4407538,False
3,1.1166666666666667,-0.56316376,0.3963661,False
3,1.1208333333333333,3.480661e-14,-0.098819725,False
3,1.125,1.2593077,0.5428505,False
3,1.1291666666666667,0.797882,0.24684905,False
3,1.1333333333333333,1.3410758,1.078434,False
3,1.1375,2.362232,2.2476196,False
3,1.1416666666666666,0.22859572,1.2621688,False
3,1.1458333333333333,1.0976601,0.43487546,False
3,1.15,1.8677901,0.72217935,False
3,1.1541666666666666,0.31957623,0.8171653,False
3,1.1583333333333332,0.6342315,1.146469,False
3,1.1625,1.0847855,1.2864875,False
3,1.1666666666666667,3.510254e-14,0.33239362,False
3,1.1708333333333334,3.510254e-14,0.70878977,False
3,1.175,1.5176581,1.5076445,False
3,1.1791666666666667,1.0751152,0.98533624,False
3,1.1833333333333333,-0.442543,1.0256767,False
3,1.1875,1.5041541,1.4399527,False
3,1.1916666666666667,1.285057,-0.18585204,False
3,1.1958333333333333,1.2691497,0.13841629,False
3,1.2,0.5282593,1.3407897,False
3,1.2041666666666666,1.0412979,0.8730697,False
3,1.2083333333333333,1.2658881,0.41307446,False
3,1.2125,-0.7353973,1.0938263,False
3,1.2166666666666666,1.4663314,1.5478133,False
3,1.2208333333333332,1.038723,0.67857736,False
3,1.225,-0.21366118,0.22596358,False
3,1.2291666666666667,2.173977,1.6132163,False
3,1.2333333333333334,1.7495154,2.014618,False
3,1.2375,1.2197684,0.35551068,False
3,1.2416666666666667,1.4302825,1.0607529,False
3,1.2458333333333333,-0.2083969,1.5871238,False
3,1.25,0.29411313,0.39539334,False
3,1.2541666666666667,1.9124793,0.7422065,False
3,1.2583333333333333,2.3127363,1.5253257,False
3,1.2625,1.8824958,1.0832405,False
3,1.2666666666666666,0.08434295,0.3891563,False
3,1.2708333333333333,-0.60779566,0.34458157,False
3,1.275,0.49049374,0.8601951,False
3,1.2791666666666666,0.48934934,0.81441873,False
3,1.2833333333333332,2.0591354,0.72635645,False
3,1.2875,2.0542145,0.7240676,False
3,1.2916666666666667,1.4349746,1.0602951,False
3,1.2958333333333334,1.4316558,0.46617505,False
3,1.3,0.27820587,5.3187733e-14,False
3,1.3041666666666667,-0.27820587,1.0109138,False
3,1.3083333333333333,0.19632338,1.5105056,False
3,1.3125,0.9471702,0.87764734,False
3,1.3166666666666667,0.86282724,-0.25045395,False
3,1.3208333333333333,1.3269423,-0.0833702,False
3,1.325,0.08062362,1.1642646,False
3,1.3291666666666666,0.73757166,1.2847708,False
3,1.3333333333333333,4.078274,1.1531066,False
3,1.3375,2.2182083,1.2303542,False
3,1.3416666666666666,3.62401e-14,0.7353973,False
3,1.3458333333333332,1.9927024,0.8538436,False
3,1.35,2.357826,-0.081481926,False
3,1.3541666666666667,0.44689175,0.24284361,False
3,1.3583333333333334,-0.8170509,1.740074,False
3,1.3625,-0.18487929,1.1267853,False
3,1.3666666666666667,1.0776901,1.0400391,False
3,1.3708333333333333,2.319431,1.0765457,False
3,1.375,2.1267128,0.83347315,False
3,1.3791666666666667,0.79851145,1.3029097,False
3,1.3833333333333333,0.9750938,1.0239029,False
3,1.3875,1.65493,0.3919601,False
3,1.3916666666666666,-0.17950056,0.5478287,False
3,1.3958333333333333,-0.7875251,0.8579635,False
3,1.4,2.0760155,0.66181177,False
3,1.4041666666666666,2.667732,0.6201553,False
3,1.4083333333333332,1.8669318,1.2358474,False
3,1.4125,0.8422851,0.6938552,False
3,1.4166666666666667,0.93749994,5.38254e-14,False
3,1.4208333333333334,-62.379166,-0.11535644,False
3,1.425,1.242771,0.7278442,False
3,1.4291666666666667,63.90415,0.23071288,False
3,1.4333333333333333,0.1566696,0.90568537,True
3,1.4375,3.079147,1.6970443,False
3,1.4416666666666667,1.4704512,0.7008361,False
3,1.4458333333333333,-1.4607238,0.6303405,False
3,1.45,-0.99735254,-0.1398468,False
3,1.4541666666666666,0.46989438,0.06980896,False
3,1.4583333333333333,2.2582626,0.1398468,False
3,1.4625,-1.1376572,0.13950348,False
3,1.4666666666666666,-0.32798764,1.0438156,False
3,1.4708333333333332,3.704448e-14,1.1795424,False
3,1.475,-0.46554562,0.5529785,False
3,1.4791666666666667,1.6057204,0.6884765,False
3,1.4833333333333334,0.13652802,0.6191253,False
3,1.4875,0.32993314,0.7527923,False
3,1.4916666666666667,0.7927322,0.61592096,False
3,1.4958333333333333,0.7927322,0.6803512,False
3,1.5,3.707022e-14,1.1548232,False
3,1.5041666666666667,1.1121368,0.06774902,False
3,1.5083333333333333,1.7588423,0.6068801,False
3,1.5125,-1.1121368,0.7435226,False
3,1.5166666666666666,0.45524594,0.40294644,False
3,1.5208333333333333,2.2140884,1.2066649,False
3,1.525,1.0918808,1.5982817,False
3,1.5291666666666666,3.6878583,2.050209,False
3,1.5333333333333332,2.5959775,1.1848067,False
3,1.5375,2.1088028,0.9144973,False
3,1.5416666666666667,0.31116483,0.26172638,False
3,1.5458333333333334,1.0407257,-0.65254205,False
3,1.55,1.3639067,1.623001,False
3,1.5541666666666667,-0.7349395,1.753807,False
3,1.5583333333333333,3.2303236,0.7713317,False
3,1.5625,1.1632918,1.7285155,False
3,1.5666666666666667,0.71994776,1.1477278,False
3,1.5708333333333333,2.7630613,0.44403073,False
3,1.575,0.715599,0.75908655,False
3,1.5791666666666666,-0.4187393,1.3851928,False
3,1.5833333333333333,0.2951431,0.6915664,False
3,1.5875,1.8372344,0.62427515,False
3,1.5916666666666666,-0.17280577,1.5573119,False
3,1.5958333333333332,-1.001358,0.93051904,False
3,1.6,1.0037613,0.43235776,False
3,1.6041666666666667,0.7089614,1.2295531,False
3,1.6083333333333334,1.1155701,1.775093,False
3,1.6125,1.1155701,1.0958862,False
3,1.6166666666666667,-0.4109573,0.24284361,False
3,1.6208333333333333,0.57872766,0.30258176,False
3,1.625,1.6844558,1.1465834,False
3,1.6291666666666667,2.355995,2.690048,False
3,1.6333333333333333,1.6612242,1.7883681,False
3,1.6375,-0.40100095,5.5066042e-14,False
3,1.6416666666666666,0.28266907,0.8255767,False
3,1.6458333333333333,1.7599868,0.6485366,False
3,1.65,1.0763168,0.41072842,False
3,1.6541666666666666,3.8112624e-14,0.70346826,False
3,1.6583333333333332,1.0665894,1.2815093,False
3,1.6624999999999999,1.3436507,1.7984389,False
3,1.6666666666666667,0.27706146,0.75096124,False
3,1.6708333333333334,-0.3919601,-0.17292021,False
3,1.675,0.66627496,1.0320282,False
3,1.6791666666666667,3.193588,2.2281647,False
3,1.6833333333333333,2.135353,1.9815444,False
3,1.6875,1.0305405,0.6772613,False
3,1.6916666666666667,0.38177487,-0.056076046,False
3,1.6958333333333333,-1.189041,-0.16891478,False
3,1.7,1.2942122,1.1739348,False
3,1.7041666666666666,3.1148527,1.1778258,False
3,1.7083333333333333,-0.5344391,0.27786255,False
3,1.7125,-0.6384658,1.1111069,False
3,1.7166666666666666,3.6025999,0.9399032,False
3,1.7208333333333332,0.37445065,0.77167505,False
3,1.7249999999999999,-1.7877959,0.54943085,False
3,1.7291666666666667,1.5309905,0.4934692,False
3,1.7333333333333334,1.2669753,1.2000273,False
3,1.7375,0.8878326,1.9539641,False
3,1.7416666666666667,2.026062,1.2417983,False
3,1.7458333333333333,1.8619536,1.0185242,False
3,1.75,0.7237243,1.8655013,False
3,1.7541666666666667,1.0160065,0.95706934,False
3,1.7583333333333333,0.76274866,0.36964414,False
3,1.7625,0.60916895,0.5283737,False
3,1.7666666666666666,1.8220137,0.1580429,False
3,1.7708333333333333,1.312065,0.9452819,False
3,1.775,1.1994551,1.2571334,False
3,1.7791666666666666,1.0938263,5.5913116e-14,False
3,1.7833333333333332,-0.35007474,0.727272,False
3,1.7874999999999999,-0.34927365,1.3007354,False
3,1.7916666666666667,0.35007474,0.5683136,False
3,1.7958333333333334,1.1885833,0.97915643,False
3,1.8,2.5053403,0.87318414,False
3,1.8041666666666667,0.34584042,0.97126,False
3,1.8083333333333333,-1.0733414,1.4243315,False
3,1.8125,1.4151763,1.6181945,False
3,1.8166666666666667,2.2365189,1.1073303,False
3,1.8208333333333333,1.3986968,0.5512619,False
3,1.825,0.91426843,0.30029294,False
3,1.8291666666666666,0.33691403,0.79742426,False
3,1.8333333333333333,1.0456467,1.1935042,False
3,1.8375,1.2812804,0.5945205,False
3,1.8416666666666666,-0.57071686,0.14842986,False
3,1.8458333333333332,3.9220644e-14,0.098762505,False
3,1.8499999999999999,2.1704865,1.2781905,False
3,1.8541666666666667,1.3641356,1.3260268,False
3,1.8583333333333334,1.1184311,1.0709381,False
3,1.8625,1.9030379,1.6009139,False
3,1.8666666666666667,-0.3264999,0.628395,False
3,1.8708333333333333,-1.0153198,0.33691403,False
3,1.875,2.9845045,1.1993407,False
3,1.8791666666666667,2.116356,1.5281295,False
3,1.8833333333333333,0.45021054,0.9508895,False
3,1.8875,0.54668427,0.09487151,False
3,1.8916666666666666,0.31734464,0.51979065,False
3,1.8958333333333333,1.7558669,1.9749068,False
3,1.9,0.98510736,1.5924453,False
3,1.9041666666666666,0.9788131,1.0217285,False
3,1.9083333333333332,1.598854,0.64968103,False
3,1.9124999999999999,0.842514,0.32318112,False
3,1.9166666666666667,-0.31047818,1.15139,False
3,1.9208333333333334,0.30979154,0.9188461,False
3,1.925,1.5819167,0.59440607,False
3,1.9291666666666667,0.961647,1.0480499,False
3,1.9333333333333333,1.0432434,1.2252043,False
3,1.9375,0.4332733,0.6786346,False
3,1.9416666666666667,-0.8263778,0.7650375,False
3,1.9458333333333333,3.2149885,1.122551,False
3,1.95,0.9522628,1.4713668,False
3,1.9541666666666666,-0.72074884,1.3775252,False
3,1.9583333333333333,0.8199691,0.17715453,False
3,1.9625,1.2279509,0.08834838,False
3,1.9666666666666666,1.9564818,1.1449813,False
3,1.9708333333333332,0.50491333,1.0112,False
3,1.9749999999999999,4.0066095e-14,0.43739316,False
3,1.9791666666666667,0.29479977,0.5241394,False
3,1.9833333333333334,1.7184447,-0.17475127,False
3,1.9875,1.4134597,0.6520843,False
3,1.9916666666666667,0.91014856,1.6072081,False
3,1.9958333333333333,1.4812087,1.0360336,False
3,2.0,1.5626906,0.6884765,False
3,2.0041666666666664,0.69190973,0.6001281,False
3,2.0083333333333333,0.6067657,0.89756006,False
3,2.0125,0.5702591,0.46955106,False
3,2.0166666666666666,2.8057477,0.7217788,False
3,2.0208333333333335,1.4820098,1.7340087,False
3,2.025,-0.27900696,1.2213134,False
3,2.029166666666667,0.7580566,0.71159357,False
3,2.033333333333333,0.27900696,-0.16777037,False
3,2.0375,-0.675888,0.582962,False
3,2.0416666666666665,0.27843475,1.7080306,False
3,2.0458333333333334,2.486801,0.70404047,False
3,2.05,1.6098403,-0.4142761,False
3,2.0541666666666667,0.2746582,0.123825066,False
3,2.058333333333333,2.8888319,1.5259551,False
3,2.0625,0.5805587,0.6582641,False
3,2.0666666666666664,-0.6484222,-0.49278256,False
3,2.0708333333333333,1.659851,0.49129483,False
3,2.075,-1.3073729,1.79718,False
3,2.0791666666666666,0.38028714,0.4892349,False
3,2.0833333333333335,3.5068128,0.36437985,False
3,2.0875,2.192459,1.4158629,False
3,2.091666666666667,-1.6295241,-1.3005065,False
3,2.095833333333333,-0.30921933,-0.6974029,True
3,2.1,2.609882,1.5277861,False
3,2.1041666666666665,-1.1484145,0.47962186,False
3,2.1083333333333334,-0.22172926,0.71685785,False
3,2.1125,2.7539632,0.63663477,False
3,2.1166666666666667,-3.16349,0.5545807,False
3,2.120833333333333,4.0666296e-14,0.9486007,False
3,2.125,3.5417173,1.1016083,False
3,2.1291666666666664,-0.5327797,5.774953e-14,False
3,2.1333333333333333,1.43692,-0.1566696,False
3,2.1375,1.2823104,2.570686,False
3,2.1416666666666666,0.7438659,2.2532272,False
3,2.1458333333333335,0.8984756,0.61500543,False
3,2.15,1.4112281,0.76721185,False
3,2.154166666666667,-1.2726401,-0.23025511,False
3,2.158333333333333,-1.4112281,1.7463683,False
3,2.1625,3.2009695,1.9054412,False
3,2.1666666666666665,-2.1807861,0.15060423,False
3,2.1708333333333334,2.46603,1.801071,False
3,2.175,7.4350543,1.6449736,False
3,2.1791666666666667,-0.35797116,-0.52253723,False
3,2.183333333333333,-2.961559,0.3706741,False
3,2.1875,-2.992172,0.82008356,False
3,2.1916666666666664,1.8921088,0.14797209,False
3,2.1958333333333333,2.4840543,2.4272916,False
3,2.2,0.2095413,1.3966368,False
3,2.2041666666666666,3.0770872,-0.5107498,False
3,2.2083333333333335,1.3607596,0.2190399,False
3,2.2125,-1.2041472,0.94699854,False
3,2.216666666666667,-0.5008507,0.4369354,False
3,2.220833333333333,1.2041472,0.4344177,False
3,2.225,2.5432775,1.8749999,False
3,2.2291666666666665,0.35041806,1.2942122,False
3,2.2333333333333334,-1.1921881,0.7134246,False
3,2.2375,1.3321494,0.14293669,False
3,2.2416666666666667,2.8582761,0.5677414,False
3,2.245833333333333,0.34555432,0.7121658,False
3,2.25,1.9808005,-0.21251677,False
3,2.2541666666666664,4.1619252e-14,0.14202118,False
3,2.2583333333333333,4.146321e-14,1.7599868,False
3,2.2625,4.7595973,3.4945676,False
3,2.2666666666666666,-1.6386222,0.2095413,False
3,2.2708333333333335,-0.80331796,-0.06889343,False
3,2.275,3.7245367,1.0418701,False
3,2.279166666666667,1.9302748,1.2343596,False
3,2.283333333333333,0.33079144,1.580429,False
3,2.2875,0.7905006,1.2892913,False
3,2.2916666666666665,-0.13692856,1.2899779,False
3,2.2958333333333334,-0.7905006,1.075058,False
3,2.3,3.1519315,2.4066923,False
3,2.3041666666666667,3.9015768,0.8663177,False
3,2.308333333333333,-0.59045786,-0.26504517,False
3,2.3125,-0.90288156,1.386566,False
3,2.3166666666666664,2.0040894,0.85922235,False
3,2.3208333333333333,2.2985456,0.06568909,False
3,2.325,-0.7710456,0.7878112,False
3,2.3291666666666666,-0.76131815,1.5644072,False
3,2.3333333333333335,2.612457,1.6892623,False
3,2.3375,2.451267,1.0315704,False
3,2.341666666666667,2.2495651,0.12897491,False
3,2.345833333333333,-2.451267,0.44860837,False
3,2.35,0.7405471,0.8988189,False
3,2.3541666666666665,3.759155,0.3832626,False
3,2.3583333333333334,2.0702362,1.8408965,False
3,2.3625,3.099861,2.023201,False
3,2.3666666666666667,0.7234382,0.6282806,False
3,2.370833333333333,-0.7234382,0.4380798,False
3,2.375,-1.0244179,0.9362411,False
3,2.3791666666666664,3.5745046,0.6851577,False
3,2.3833333333333333,1.0244179,0.43453214,False
3,2.3875,0.17074583,0.5576706,False
3,2.3916666666666666,3.553333,1.109848,False
3,2.3958333333333335,1.1102486,1.7186736,False
3,2.4,0.4590797,1.464157,False
3,2.404166666666667,0.40752408,1.0316849,False
3,2.408333333333333,0.81447595,0.4237747,False
3,2.4125,0.2873039,0.9629058,False
3,2.4166666666666665,4.2690474e-14,0.5425644,False
3,2.4208333333333334,0.28667447,0.17967223,False
3,2.425,1.661167,0.71960443,False
3,2.4291666666666667,2.0558739,0.2391815,False
3,2.433333333333333,4.282051e-14,1.3674544,False
3,2.4375,-0.68138117,1.0110855,False
